Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14457	Elunarian Cuffs	23326203	5	2332.6203	2332.6203	3460.99	699.79	2890.61	575.85	-0.0073	7.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14458	Elunarian Boots	5649341	1	564.9341	564.9341	1110	310.78	521.94	118.91	-0.0637	5.86	0.07	0.0119
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14459	Elunarian Cloak	11480155	4	1148.0155	1148.0155	1255.84	76.29	1115.06	11.57	-0.0145	6.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14460	Elunarian Diadem	1110000	4	111	111	1628.16	411.18	1246.08	377.67	-0.0287	6.21	0.07	0.0113
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14461	Elunarian Handgrips	1999998	4	199.9999	199.9999	1635	791.29	561.91	532.39	-0.0703	4.29	0.29	0.0676
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14462	Elunarian Sarong	871200	4	87.12	87.12	599	343.98	222.2	134.96	-0.0975	6.14	0.07	0.0114
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14463	Elunarian Spaulders	0	0	0	0	100	105.85	106.5	111.61	-0.0167	0.71	0.07	0.0986
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14464	Elunarian Silk Robes	0	0	0	0	538.17	52.08	530.62	50.27	0.0027	4.14	0.14	0.0338
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14465	Elunarian Belt	25938276	1	2593.8276	2593.8276	2100.22	1268.01	1024.89	1199.69	-0.0612	2.86	0.07	0.0245
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14467	Pattern: Frostweave Robe	995994	1	99.5994	99.5994	99.74	0.12	99.54	0.04	-0.0003	6.21	0.07	0.0113
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14468	Pattern: Runecloth Bag	3583127	2	358.3127	358.3127	711.95	155.52	511.09	112.92	-0.0382	1.57	0.07	0.0446
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14471	Pattern: Cindercloth Vest	1341790000	1	134179	134179	101589	20141.58	132743.92	12244.61	0.0224	1.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14476	Pattern: Cindercloth Gloves	501600000	1	50160	50160	46381	10085.52	48153.57	10014.73	0.0115	1.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14482	Pattern: Cindercloth Cloak	8413601	1	841.3602	841.3602	356.54	6.29	345.37	1.33	-0.0041	7.5	0.07	0.0093
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14483	Pattern: Felcloth Pants	20000000	1	2000	2000	333	27.67	366.26	22.53	0.0145	1	0.07	0.07
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14490	Pattern: Cindercloth Pants	0	0	0	0	1468.7	632.63	297	394.02	-0.1329	1.57	0.07	0.0446
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14494	Pattern: Brightcloth Pants	4697500	5	469.75	469.75	992	144.94	843.1	129.97	-0.0154	4.64	0.14	0.0302
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14497	Pattern: Mooncloth Leggings	131580000	1	13158	13158	13509	4335.05	13550.43	4491.15	0.0039	1.57	0.07	0.0446
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14499	Pattern: Mooncloth Bag	500000	4	50	50	449.98	213.38	157.44	156.57	-0.0876	5.5	0.07	0.0127
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14501	Pattern: Mooncloth Vest	116369413	3	11636.9414	11636.9414	12425	4428.07	14621.05	1931.96	0.0668	3.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14507	Pattern: Mooncloth Shoulders	101640000	1	10164	10164	8614.99	3093.29	6354.13	2989	-0.0258	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14509	Pattern: Mooncloth Circlet	0	0	0	0	33149	2509.7	40959.46	773.8	0.022	0.86	0.07	0.0814
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14511	Pattern: Gloves of Spell Mastery	0	0	0	0	33354.59	34.78	33435.14	20.44	0.0003	1.21	0.07	0.0579
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14512	Pattern: Truefaith Vestments	1000000	6	100	100	1874.11	4753.7	847.9	4534.86	-0.1031	5.93	0.21	0.0354
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14513	Pattern: Robe of the Archmage	2009996	4	200.9997	200.9997	999	336.35	471.47	220.59	-0.0615	8.93	0.14	0.0157
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14514	Pattern: Robe of the Void	1403910000	1	140391	140391	133598	10605.89	144556.18	4635.05	0.0156	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14529	Runecloth Bandage	0	0	0	0	0.17	0	0.17	0	0	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14530	Heavy Runecloth Bandage	0	0	0	0	0.2	0	0.2	0	0	3	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14549	Boots of Avoidance	0	0	0	0	3000	1000	3183.62	898.49	0.0258	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14551	Edgemaster's Handguards	19850000	3	1985	1985	3284	1283.37	2617.28	1192.33	-0.0055	4.07	0.07	0.0172
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14552	Stockade Pauldrons	123984567	1	12398.4567	12398.4567	9183.71	2017.09	10621.91	1178.5	0.0382	2.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14553	Sash of Mercy	22000000	2	2200	2200	2276	1420.88	1397.64	1339.68	-0.0574	1.29	0.14	0.1085
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14554	Cloudkeeper Legplates	767745994	2	76774.5995	76774.5995	80229.44	18436.22	66021.04	17694.49	-0.0176	1.07	0.07	0.0654
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14555	Alcor's Sunrazor	0	0	0	0	2499	1429.64	2884.34	1316	-0.0105	1.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14557	The Lion Horn of Stormwind	278010000	1	27801	27801	27622	2586.15	29441.12	1006.34	0.0167	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14559	Prospector's Sash	4091095	1	409.1095	409.1095	509.37	285.73	227.44	237.77	-0.079	1.36	0.14	0.1029
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14560	Prospector's Boots	16974663	2	1697.4663	1697.4663	1475.26	367.54	1667.55	291.78	0.0329	4.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14561	Prospector's Cuffs	8000000	2	800	800	3071.76	2360.39	1180.9	2257.94	-0.0777	2.86	0.07	0.0245
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14562	Prospector's Chestpiece	52710000	1	5271	5271	3748.75	1572.85	2967.88	1571.1	-0.0083	0.57	0.14	0.2456
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14564	Prospector's Mitts	0	0	0	0	470.59	49.5	322.63	21.6	-0.0577	0.21	0.07	0.3333
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14565	Prospector's Woolies	31734000	2	3173.4	3173.4	3150.5	2695.11	1924.62	2728.29	-0.0697	1.79	0.14	0.0782
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14566	Prospector's Pads	27810000	1	2781	2781	2641	182.11	2878.95	106.46	0.0134	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14567	Bristlebark Belt	10292194	1	1029.2194	1029.2194	945.99	555.81	1406.85	446.21	0.1035	0.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14568	Bristlebark Boots	12500000	2	1250	1250	1775.3	530.62	1011.58	344.24	-0.0414	2.86	0.07	0.0245
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14569	Bristlebark Bindings	15425189	1	1542.5189	1542.5189	1558.7	26.54	1518.86	16.71	-0.0032	1.14	0.07	0.0614
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14570	Bristlebark Blouse	87790791	1	8779.0791	8779.0791	6403.48	1515.36	9374.62	399.05	0.0566	1.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14571	Bristlebark Cape	0	0	0	0	141.5	122.68	20.25	95.67	-0.2015	0.36	0.07	0.1944
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14572	Bristlebark Gloves	37500000	1	3750	3750	3750	192.95	3733.96	135.55	0.0063	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14573	Bristlebark Amice	58006403	1	5800.6403	5800.6403	5403.86	365.01	5933.89	103.67	0.016	0.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14574	Bristlebark Britches	0	0	0	0	2397.47	1366.26	881.58	292.12	-0.1365	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14578	Dokebi Cord	298853150	1	29885.315	29885.315	27174.44	1314.86	28817.08	923.74	0.0099	0.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14579	Dokebi Boots	51620000	1	5162	5162	5154	538.81	5597.03	278.72	0.0187	1.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14581	Dokebi Chestguard	0	0	0	0	500	250	187.5	0	-0.5333	0.21	0.07	0.3333
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14583	Dokebi Gloves	25890000	1	2589	2589	2606	250.16	2744.32	117.47	0.0155	3.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14584	Dokebi Hat	9990000	1	999	999	999	688.58	1389.41	611.65	0.0034	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14585	Dokebi Leggings	110080614	1	11008.0614	11008.0614	9265.99	1435.53	10826.58	758.24	0.0331	2.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14587	Dokebi Mantle	13786544	1	1378.6544	1378.6544	1378.65	152.63	1274.9	99.24	-0.0149	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14588	Hawkeye's Cord	8046631	1	804.6632	804.6632	804.3	3.77	806.98	3.64	0.0004	1.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14589	Hawkeye's Shoes	0	0	0	0	835.28	23.69	873.91	4.85	0.0066	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14590	Hawkeye's Bracers	0	0	0	0	125	30.62	75	20.41	-0.1714	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14591	Hawkeye's Helm	1250000	1	125	125	80	55.11	137.56	9.7	0.3214	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14592	Hawkeye's Tunic	0	0	0	0	658.14	3.29	676.28	1.28	0.0024	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14593	Hawkeye's Cloak	9500000	1	950	950	961.84	125.26	865.02	80.65	-0.0197	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14594	Hawkeye's Gloves	0	0	0	0	850.71	0	850.71	0	0	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14595	Hawkeye's Breeches	57450619	1	5745.062	5745.062	4317.59	1943.32	6403.49	1118.49	0.0917	1.71	0.14	0.0819
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14598	Warden's Waistband	0	0	0	0	482.29	218.5	386.66	212.01	-0.0031	0.93	0.07	0.0753
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14599	Warden's Footpads	0	0	0	0	1133.46	318.35	1254.38	311.34	0.0209	2.07	0.07	0.0338
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14601	Warden's Wraps	16666636	1	1666.6636	1666.6636	1666.66	358.78	1822.32	329.92	-0.0005	2.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14603	Warden's Mantle	0	0	0	0	480.81	337.09	838.35	263.81	0.1082	1.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14604	Warden's Wizard Hat	0	0	0	0	15	0	20	0	0.0571	0.07	0.07	1
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14605	Warden's Woolies	73755724	1	7375.5724	7375.5724	5432.38	933.48	6905.79	604.28	0.0238	1.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14606	Warden's Gloves	165090000	1	16509	16509	13753	5157.68	17446.49	4520.29	0.0474	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14607	Hawkeye's Buckler	30000	1	3	3	3	0	4	0	0.2857	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14627	Pattern: Bright Yellow Shirt	0	0	0	0	15000.5	22211.54	35917.73	20408.41	0.1154	1.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14634	Recipe: Frost Oil	6660000	1	666	666	666	675.95	494.25	545.97	-0.0782	3.29	0.07	0.0213
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14639	Schematic: Minor Recombobulator	11639999	1	1163.9999	1163.9999	1166	763.28	873	683.56	-0.0575	2.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14652	Scorpashi Sash	5698884	2	569.8884	569.8884	1021.62	591.78	669.43	514.38	-0.0074	1.71	0.14	0.0819
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14653	Scorpashi Slippers	7189999	2	718.9999	718.9999	934.01	277.67	986.52	284.7	0.0009	4.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14654	Scorpashi Wristbands	0	0	0	0	1223.47	656.06	1094.46	665.93	0.0013	2.43	0.07	0.0288
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14655	Scorpashi Breastplate	9539591	1	953.9591	953.9591	962.07	26.81	965.07	27.43	-0.0003	1.57	0.07	0.0446
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14656	Scorpashi Cape	64337624	3	6433.7624	6433.7624	1525.4	3744.97	5729.23	3057.64	0.0892	4	0.14	0.035
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14657	Scorpashi Gloves	3424831	2	342.4831	342.4831	313.95	27.17	293.46	26.22	-0.0074	4.71	0.14	0.0297
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14658	Scorpashi Skullcap	5445332	1	544.5332	544.5332	544.53	106.25	494.02	106.05	-0.0132	3.79	0.07	0.0185
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14659	Scorpashi Leggings	0	0	0	0	559.78	69.87	552.45	71.28	-0.004	3.64	0.14	0.0385
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14660	Scorpashi Shoulder Pads	4080085	3	408.0085	408.0085	406.12	294.74	61.08	250.94	-0.1146	3.57	0.07	0.0196
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14661	Keeper's Cord	11308994	3	1130.8994	1130.8994	1202.77	48.64	1115.33	5.91	-0.0097	7.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14662	Keeper's Hooves	40922162	2	4092.2162	4092.2162	2803.42	217.84	2411.58	67.07	-0.0179	4.07	0.07	0.0172
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14663	Keeper's Bindings	3076404	3	307.6404	307.6404	504.48	167.37	334.87	125.38	-0.0213	2.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14664	Keeper's Armor	16613444	4	1661.3445	1661.3445	2072.06	322.38	1505.3	54.94	-0.0373	7.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14665	Keeper's Cloak	0	0	0	0	308.31	42.05	294.86	39.93	-0.0116	1.07	0.07	0.0654
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14666	Keeper's Gloves	23535403	2	2353.5403	2353.5403	2429.69	127.41	2275.65	72.28	-0.01	3.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14667	Keeper's Wreath	8366458	3	836.6458	836.6458	839.65	270.55	662.94	193.9	-0.0411	3.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14668	Keeper's Woolies	46235747	1	4623.5747	4623.5747	5063.26	271.46	4529.9	35.42	-0.0125	3.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14669	Keeper's Mantle	8318021	2	831.8021	831.8021	833.14	176.18	824.84	176.5	0.0057	3.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14670	Pridelord Armor	2812634	1	281.2634	281.2634	342.01	17.54	320.12	15.04	-0.0065	1.29	0.07	0.0543
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14671	Pridelord Boots	29493320	1	2949.332	2949.332	2415	150	2617.16	116.23	0.0078	2.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14672	Pridelord Bands	17034717	2	1703.4717	1703.4717	1718.22	107.99	1539.89	64.67	-0.0104	3.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14673	Pridelord Cape	0	0	0	0	4263.68	528.69	3370.34	130.33	-0.029	2.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14674	Pridelord Girdle	8374558	5	837.4558	837.4558	840.46	2.18	836.95	0.48	-0.0006	5.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14675	Pridelord Gloves	0	0	0	0	2164.65	518.95	2342.74	403.59	0.0274	1.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14676	Pridelord Halo	18828967	5	1882.8967	1882.8967	1988.52	135.87	1815.91	91.8	-0.0123	6.29	0.14	0.0223
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14677	Pridelord Pants	17977480	4	1797.748	1797.748	1614.32	180.08	1891.58	83.34	0.0237	5.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14678	Pridelord Pauldrons	30242355	1	3024.2355	3024.2355	3007.86	658.25	1951.51	177.92	-0.0502	4.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14680	Indomitable Vest	7417550	1	741.755	741.755	674.72	18.51	642.29	7.17	-0.0061	3.21	0.36	0.1121
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14681	Indomitable Boots	7494338	3	749.4338	749.4338	828	349.85	440.86	283.06	-0.0434	4.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14682	Indomitable Armguards	7650611	3	765.0611	765.0611	1294.63	187.3	1171.47	184.09	-0.0111	2.79	0.07	0.0251
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14683	Indomitable Cloak	3136617	2	313.6617	313.6617	401.77	89.13	269.02	23.61	-0.0491	4.21	0.29	0.0689
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14684	Indomitable Belt	119990000	3	11999	11999	9205	2717.24	11980.41	2428.68	0.0327	2.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14685	Indomitable Gauntlets	4040199	6	404.0199	404.0199	405.02	12.47	391.75	8.91	-0.0051	6	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14686	Indomitable Headdress	5010550	4	501.055	501.055	501.06	1227.46	375.79	558.6	-0.1377	4.86	0.07	0.0144
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14687	Indomitable Leggings	9724345	3	972.4345	972.4345	990	1.92	986.75	0.3	-0.0005	3.14	0.07	0.0223
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14688	Indomitable Epaulets	1614741	3	161.4741	161.4741	179.38	39.6	190.99	35.99	-0.0045	3.93	0.07	0.0178
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14722	War Paint Anklewraps	14294647	1	1429.4647	1429.4647	1489.42	235.41	1275.18	215.2	-0.0182	2.21	0.14	0.0633
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14723	War Paint Bindings	0	0	0	0	1109.43	514.36	1174.82	469.92	0.041	1.5	0.07	0.0467
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14725	War Paint Waistband	14195351	2	1419.5352	1419.5352	1376.42	33.05	1412.4	25.47	0.0038	2.57	0.07	0.0272
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14726	War Paint Gloves	0	0	0	0	967.97	313.63	743.77	289.35	-0.015	3.07	0.21	0.0684
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14727	War Paint Legguards	36880724	1	3688.0724	3688.0724	1852.71	1096.9	2839.75	1010.1	0.0603	3.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14728	War Paint Shoulder Pads	0	0	0	0	400	1489.48	300	382.24	-0.1572	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14729	War Paint Shield	0	0	0	0	200.02	131.17	311.45	124.05	0.0536	2.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14730	War Paint Chestpiece	16734274	1	1673.4274	1673.4274	1572.31	233.19	1849.61	195.04	0.0154	2.07	0.07	0.0338
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14742	Hulking Boots	95320337	1	9532.0338	9532.0338	7030.1	1148.92	8983.21	625.09	0.0252	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14743	Hulking Bands	0	0	0	0	678	111.54	474.33	15.74	-0.0266	0.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14744	Hulking Chestguard	121308075	2	12130.8075	12130.8075	12566.32	623.68	12568.63	613.86	-0.0018	4.71	0.14	0.0297
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14745	Hulking Cloak	0	0	0	0	1326	0	1340	0	0.0008	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14746	Hulking Belt	0	0	0	0	2926.78	955.32	3390.36	696.95	0.0462	5.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14747	Hulking Gauntlets	3490000	1	349	349	979.84	211.44	992.22	219.97	0.0011	2.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14748	Hulking Leggings	18529998	2	1852.9998	1852.9998	2079.18	303.46	1776.43	187.95	-0.0248	5.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14750	Slayer's Cuffs	0	0	0	0	5704.98	0	5704.98	0	0	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14751	Slayer's Surcoat	64759017	2	6475.9017	6475.9017	5661.32	631.71	6730.06	132.37	0.0255	1.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14752	Slayer's Cape	0	0	0	0	15539.65	1016.46	17024.57	348.26	0.0145	1.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14753	Slayer's Skullcap	18722724	2	1872.2724	1872.2724	1752	87.78	1891.48	55.98	0.0073	3.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14754	Slayer's Gloves	101780000	1	10178	10178	10024	1400.87	11494.18	979.03	0.024	2	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14755	Slayer's Sash	134387994	1	13438.7994	13438.7994	13438.81	172.48	13516	143.82	0.0014	7.29	0.29	0.0398
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14756	Slayer's Slippers	127920000	1	12792	12792	12332	1281.09	13448.43	453.41	0.0201	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14757	Slayer's Pants	143091920	2	14309.192	14309.192	9309.09	357.56	9059.62	230.43	-0.0058	3.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14758	Slayer's Shoulderguards	46209998	2	4620.9998	4620.9998	4651	267.23	4796.32	265.98	0.0024	1.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14759	Enduring Bracers	0	0	0	0	1420.13	73.45	1488.05	24.64	0.01	2.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14760	Enduring Breastplate	0	0	0	0	1635.94	43.23	1874.2	16.74	0.0123	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14761	Enduring Belt	12286880	2	1228.688	1228.688	1199.15	416.88	948.41	325.63	-0.0406	2.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14762	Enduring Boots	11405286	1	1140.5286	1140.5286	633.41	327.21	889.74	219.87	0.0956	1.93	0.14	0.0725
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14764	Enduring Gauntlets	19332431	1	1933.2431	1933.2431	2882.34	646.41	1699.3	248.64	-0.0432	2.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14765	Enduring Circlet	0	0	0	0	1685	0	1699	0	0.0006	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	14768	Ravager's Armor	40926375	1	4092.6375	4092.6375	4096.51	1596.09	4221.47	1302.09	0.0373	2.57	0	0
